+035.186090,-097.439100,01005,$
+035.186210,-097.439040,01010,$
+035.186310,-097.439010,01015,$
+035.186390,-097.439000,01020,$
+035.186450,-097.438970,01027,$
+035.186500,-097.438900,01033,$
+035.186580,-097.438800,01038,$
+035.186690,-097.438690,01043,$
+035.186810,-097.438610,01048,$
+035.186920,-097.438550,01053,$
+035.187030,-097.438520,01059,$
+035.187110,-097.438490,01065,$
+035.187180,-097.438430,01070,$
+035.187250,-097.438340,01075,$
+035.187340,-097.438220,01081,$
+035.187440,-097.438110,01086,$
+035.187570,-097.438020,01091,$
+035.187690,-097.437930,01095,$
+035.187820,-097.437840,01100,$
+035.187920,-097.437730,01106,$
+035.188010,-097.437610,01111,$
+035.188070,-097.437530,01117,$
+035.188140,-097.437470,01123,$
+035.188220,-097.437430,01130,$
+035.188340,-097.437370,01137,$
+035.188460,-097.437270,01144,$
+035.188570,-097.437180,01150,$
+035.188670,-097.437130,01155,$
+035.188750,-097.437100,01162,$
+035.188820,-097.437060,01169,$
+035.188900,-097.436980,01175,$
+035.188980,-097.436870,01181,$
+035.189070,-097.436740,01186,$
+035.189180,-097.436650,01193,$
+035.189300,-097.436590,01199,$
+035.189440,-097.436550,01205,$
+035.189560,-097.436480,01213,$
+035.189670,-097.436390,01222,$
+035.189750,-097.436290,01229,$
+035.189830,-097.436230,01234,$
+035.189930,-097.436200,01240,$
+035.190030,-097.436170,01246,$
+035.190120,-097.436120,01254,$
+035.190220,-097.436020,01260,$
+035.379917,-096.907845,00325,L
+035.190350,-097.435920,01265,$
+035.190480,-097.435840,01271,$
+035.190590,-097.435800,01276,$
+035.190680,-097.435760,01282,$
+035.190750,-097.435710,01287,$
+035.190810,-097.435640,01293,$
+035.190890,-097.435540,01298,$
+035.190990,-097.435420,01304,$
+035.191100,-097.435320,01310,$
+035.191240,-097.435240,01315,$
+035.191370,-097.435190,01321,$
+035.191470,-097.435150,01327,$
+035.191540,-097.435090,01332,$
+035.191620,-097.434990,01337,$
+035.191710,-097.434870,01343,$
+035.191830,-097.434760,01349,$
+035.191960,-097.434680,01355,$
+035.192070,-097.434620,01362,$
+035.192160,-097.434590,01368,$
+035.192260,-097.434520,01375,$
+035.192380,-097.434410,01382,$
+035.192500,-097.434290,01388,$
+035.192610,-097.434170,01394,$
+035.192700,-097.434090,01400,$
+035.192790,-097.434040,01406,$
+035.192900,-097.433980,01412,$
+035.193040,-097.433880,01418,$
+035.193170,-097.433730,01424,$
+035.193270,-097.433580,01429,$
+035.193360,-097.433420,01434,$
+035.193430,-097.433270,01441,$
+035.193500,-097.433140,01448,$
+035.193580,-097.433040,01454,$
+035.193700,-097.432950,01461,$
+035.193850,-097.432850,01467,$
+035.193990,-097.432720,01472,$
+035.194100,-097.432540,01477,$
+035.194190,-097.432370,01482,$
+035.194260,-097.432250,01487,$
+035.194340,-097.432160,01494,$
+035.194450,-097.432040,01500,$
+035.194580,-097.431880,01506,$
+035.194720,-097.431690,01513,$
+035.194840,-097.431510,01520,$
+035.194970,-097.431350,01528,$
+035.195090,-097.431190,01534,$
+035.195220,-097.431060,01540,$
+035.195340,-097.430960,01545,$
+035.195450,-097.430870,01550,$
+035.195530,-097.430760,01556,$
+035.195590,-097.430630,01562,$
+035.195670,-097.430450,01568,$
+035.195780,-097.430280,01574,$
+035.195910,-097.430130,01579,$
+035.196050,-097.430020,01583,$
+035.196180,-097.429920,01588,$
+035.196280,-097.429830,01593,$
+035.196360,-097.429730,01599,$
+035.196430,-097.429580,01604,$
+035.196520,-097.429410,01610,$
+035.196640,-097.429240,01616,$
+035.379917,-096.907845,00325,L
+035.196780,-097.429100,01622,$
+035.196910,-097.428990,01627,$
+035.197000,-097.428900,01632,$
+035.197070,-097.428790,01637,$
+035.197130,-097.428660,01643,$
+035.197230,-097.428500,01650,$
+035.197360,-097.428370,01657,$
+035.197500,-097.428230,01663,$
+035.197610,-097.428090,01669,$
+035.197690,-097.427940,01674,$
+035.197740,-097.427800,01681,$
+035.197810,-097.427680,01688,$
+035.197930,-097.427580,01694,$
+035.198060,-097.427510,01699,$
+035.198150,-097.427410,01704,$
+035.198220,-097.427280,01710,$
+035.198290,-097.427140,01715,$
+035.198360,-097.426980,01720,$
+035.198430,-097.426830,01724,$
+035.198490,-097.426700,01729,$
+035.198570,-097.426600,01735,$
+035.198660,-097.426520,01741,$
+035.198780,-097.426430,01748,$
+035.198910,-097.426300,01754,$
+035.199020,-097.426150,01760,$
+035.199100,-097.426020,01766,$
+035.199170,-097.425920,01773,$
+035.199260,-097.425830,01778,$
+035.199390,-097.425740,01784,$
+035.199520,-097.425600,01789,$
+035.199620,-097.425450,01794,$
+035.199680,-097.425310,01800,$
+035.199730,-097.425200,01805,$
+035.199790,-097.425130,01810,$
+035.199900,-097.425060,01815,$
+035.200030,-097.424960,01820,$
+035.200160,-097.424840,01825,$
+035.200250,-097.424680,01830,$
+035.200310,-097.424550,01836,$
+035.200360,-097.424450,01841,$
+035.200440,-097.424390,01846,$
+035.200540,-097.424320,01852,$
+035.200660,-097.424240,01857,$
+035.200780,-097.424100,01863,$
+035.200880,-097.423950,01869,$
+035.200950,-097.423820,01876,$
+035.201000,-097.423730,01881,$
+035.201080,-097.423680,01887,$
+035.201170,-097.423610,01892,$
+035.201290,-097.423520,01898,$
+035.201400,-097.423390,01903,$
+035.201490,-097.423230,01908,$
+035.201540,-097.423100,01914,$
+035.201580,-097.423010,01919,$
+035.201650,-097.422950,01925,$
+035.201740,-097.422900,01931,$
+035.201860,-097.422820,01937,$
+035.201970,-097.422690,01942,$
+035.202050,-097.422540,01947,$
+035.202100,-097.422400,01953,$
+035.202140,-097.422300,01960,$
+035.379917,-096.907845,00325,L
+035.202220,-097.422240,01967,$
+035.202320,-097.422170,01973,$
+035.202420,-097.422070,01978,$
+035.202480,-097.421930,01983,$
+035.202510,-097.421810,01988,$
+035.202550,-097.421720,01994,$
+035.202620,-097.421650,02000,$
+035.202720,-097.421560,02005,$
+035.202830,-097.421430,02010,$
+035.202900,-097.421300,02016,$
+035.202950,-097.421170,02021,$
+035.202990,-097.421100,02026,$
+035.203050,-097.421050,02031,$
+035.203140,-097.421000,02036,$
+035.203250,-097.420910,02041,$
+035.203340,-097.420780,02046,$
+035.203400,-097.420630,02052,$
+035.203440,-097.420520,02058,$
+035.203480,-097.420450,02064,$
+035.203550,-097.420380,02070,$
+035.203660,-097.420290,02075,$
+035.203770,-097.420170,02081,$
+035.203840,-097.420030,02088,$
+035.203880,-097.419900,02094,$
+035.203900,-097.419820,02100,$
+035.203950,-097.419750,02106,$
+035.204030,-097.419710,02112,$
+035.204140,-097.419620,02117,$
+035.204240,-097.419500,02124,$
+035.204290,-097.419360,02130,$
+035.204320,-097.419240,02136,$
+035.204360,-097.419170,02142,$
+035.204420,-097.419110,02147,$
+035.204500,-097.419040,02151,$
+035.204600,-097.418920,02155,$
+035.204670,-097.418770,02159,$
+035.204730,-097.418620,02163,$
+035.204760,-097.418490,02168,$
+035.204790,-097.418400,02173,$
+035.204840,-097.418330,02179,$
+035.204930,-097.418260,02185,$
+035.205020,-097.418150,02191,$
+035.205080,-097.418010,02197,$
+035.205110,-097.417880,02203,$
+035.205130,-097.417770,02208,$
+035.205150,-097.417700,02213,$
+035.205200,-097.417660,02217,$
+035.205270,-097.417600,02223,$
+035.205350,-097.417520,02229,$
+035.205430,-097.417390,02235,$
+035.205490,-097.417240,02240,$
+035.205520,-097.417080,02246,$
+035.205530,-097.416960,02251,$
+035.205550,-097.416890,02257,$
+035.205600,-097.416820,02262,$
+035.205670,-097.416710,02268,$
+035.205740,-097.416560,02273,$
+035.205780,-097.416400,02278,$
+035.205790,-097.416250,02285,$
+035.205810,-097.416150,02291,$
+035.205880,-097.416060,02296,$
+035.379917,-096.907845,00325,L
+035.205970,-097.415940,02302,$
+035.206070,-097.415790,02307,$
+035.206120,-097.415620,02312,$
+035.206150,-097.415470,02317,$
+035.206160,-097.415350,02322,$
+035.206180,-097.415260,02328,$
+035.206250,-097.415160,02334,$
+035.206340,-097.415030,02340,$
+035.206420,-097.414860,02346,$
+035.206480,-097.414690,02352,$
+035.206500,-097.414540,02357,$
+035.206520,-097.414410,02362,$
+035.206550,-097.414330,02368,$
+035.206610,-097.414250,02373,$
+035.206700,-097.414140,02378,$
+035.206800,-097.414000,02383,$
+035.206890,-097.413840,02388,$
+035.206950,-097.413660,02394,$
+035.206980,-097.413490,02400,$
+035.207000,-097.413350,02406,$
+035.207040,-097.413260,02412,$
+035.207100,-097.413170,02417,$
+035.207200,-097.413050,02423,$
+035.207280,-097.412880,02428,$
+035.207320,-097.412700,02433,$
+035.207340,-097.412550,02437,$
+035.207360,-097.412450,02442,$
+035.207410,-097.412350,02448,$
+035.207480,-097.412250,02453,$
+035.207570,-097.412120,02457,$
+035.207660,-097.411950,02462,$
+035.207740,-097.411770,02468,$
+035.207780,-097.411610,02474,$
+035.207800,-097.411480,02480,$
+035.207840,-097.411370,02486,$
+035.207910,-097.411280,02493,$
+035.208010,-097.411180,02499,$
+035.208120,-097.411060,02506,$
+035.208220,-097.410930,02514,$
+035.208320,-097.410780,02521,$
+035.208400,-097.410630,02529,$
+035.208460,-097.410460,02536,$
+035.208500,-097.410290,02543,$
+035.208570,-097.410120,02551,$
+035.208660,-097.410000,02557,$
+035.208750,-097.409920,02561,$
+035.208820,-097.409860,02565,$
+035.208880,-097.409780,02570,$
+035.208940,-097.409710,02576,$
+035.209010,-097.409610,02580,$
+035.209110,-097.409500,02585,$
+035.209210,-097.409370,02590,$
+035.209300,-097.409220,02597,$
+035.209370,-097.409060,02603,$
+035.209400,-097.408910,02609,$
+035.209430,-097.408810,02614,$
+035.209480,-097.408740,02618,$
+035.209480,-097.408740,02618,$
+035.209650,-097.408580,02628,$
+035.209750,-097.408460,02634,$
+035.209850,-097.408320,02640,$
+035.379917,-096.907845,00325,L
+035.209920,-097.408150,02645,$
+035.209960,-097.407990,02649,$
+035.209980,-097.407860,02654,$
+035.210020,-097.407770,02660,$
+035.210090,-097.407680,02666,$
+035.210190,-097.407550,02672,$
+035.210290,-097.407400,02678,$
+035.210360,-097.407230,02684,$
+035.210390,-097.407070,02689,$
+035.210420,-097.406970,02694,$
+035.210460,-097.406890,02700,$
+035.210530,-097.406810,02707,$
+035.210640,-097.406690,02713,$
+035.210740,-097.406550,02720,$
+035.210800,-097.406400,02727,$
+035.210830,-097.406280,02734,$
+035.210880,-097.406190,02739,$
+035.210950,-097.406100,02744,$
+035.211060,-097.405980,02749,$
+035.211150,-097.405830,02755,$
+035.211200,-097.405660,02760,$
+035.211230,-097.405520,02766,$
+035.211270,-097.405420,02771,$
+035.211340,-097.405340,02776,$
+035.211440,-097.405250,02780,$
+035.211560,-097.405110,02786,$
+035.211640,-097.404950,02791,$
+035.211690,-097.404790,02796,$
+035.211720,-097.404650,02802,$
+035.211760,-097.404530,02808,$
+035.211850,-097.404420,02814,$
+035.211960,-097.404270,02819,$
+035.212060,-097.404100,02825,$
+035.212110,-097.403920,02832,$
+035.212140,-097.403760,02839,$
+035.212180,-097.403640,02846,$
+035.212260,-097.403540,02853,$
+035.212360,-097.403420,02861,$
+035.212440,-097.403250,02868,$
+035.212490,-097.403070,02873,$
+035.212510,-097.402900,02879,$
+035.212540,-097.402790,02886,$
+035.212590,-097.402680,02893,$
+035.212670,-097.402530,02899,$
+035.212740,-097.402350,02904,$
+035.212800,-097.402160,02911,$
+035.212840,-097.402020,02918,$
+035.212890,-097.401920,02926,$
+035.212950,-097.401800,02934,$
+035.213000,-097.401650,02941,$
+035.213050,-097.401440,02945,$
+035.213100,-097.401230,02950,$
+035.213170,-097.401050,02957,$
+035.213240,-097.400910,02963,$
+035.213310,-097.400800,02970,$
+035.213360,-097.400700,02977,$
+035.213400,-097.400560,02984,$
+035.213430,-097.400380,02989,$
+035.213470,-097.400170,02995,$
+035.213520,-097.399960,03002,$
+035.379917,-096.907845,00325,L
+035.213590,-097.399790,03008,$
+035.213670,-097.399660,03013,$
+035.213740,-097.399550,03019,$
+035.213810,-097.399430,03026,$
+035.213880,-097.399280,03032,$
+035.213940,-097.399090,03037,$
+035.214000,-097.398860,03041,$
+035.214050,-097.398640,03047,$
+035.214080,-097.398450,03053,$
+035.214120,-097.398310,03059,$
+035.214180,-097.398190,03065,$
+035.214260,-097.398060,03070,$
+035.214330,-097.397890,03076,$
+035.214390,-097.397670,03081,$
+035.214450,-097.397450,03088,$
+035.214500,-097.397250,03094,$
+035.214560,-097.397090,03099,$
+035.214620,-097.396980,03105,$
+035.214670,-097.396870,03111,$
+035.214710,-097.396710,03116,$
+035.214750,-097.396510,03122,$
+035.214780,-097.396280,03126,$
+035.214810,-097.396070,03131,$
+035.214820,-097.395900,03137,$
+035.214860,-097.395760,03143,$
+035.214920,-097.395620,03148,$
+035.215000,-097.395450,03154,$
+035.215090,-097.395240,03160,$
+035.215150,-097.395000,03165,$
+035.215170,-097.394780,03171,$
+035.215180,-097.394600,03178,$
+035.215220,-097.394440,03184,$
+035.215310,-097.394290,03191,$
+035.215410,-097.394100,03197,$
+035.215480,-097.393880,03202,$
+035.215520,-097.393640,03206,$
+035.215530,-097.393410,03211,$
+035.215560,-097.393180,03218,$
+035.215610,-097.392970,03225,$
+035.215690,-097.392780,03231,$
+035.215770,-097.392640,03236,$
+035.215830,-097.392490,03241,$
+035.215860,-097.392330,03246,$
+035.215880,-097.392110,03252,$
+035.215920,-097.391860,03257,$
+035.215980,-097.391600,03262,$
+035.216080,-097.391370,03268,$
+035.216170,-097.391180,03275,$
+035.216240,-097.391000,03282,$
+035.216280,-097.390800,03288,$
+035.216290,-097.390580,03293,$
+035.216340,-097.390340,03299,$
+035.216420,-097.390110,03304,$
+035.216530,-097.389900,03312,$
+035.216610,-097.389700,03320,$
+035.216680,-097.389490,03327,$
+035.216710,-097.389260,03331,$
+035.216710,-097.389050,03335,$
+035.216710,-097.388850,03341,$
+035.216720,-097.388650,03348,$
+035.216770,-097.388440,03353,$
+035.379917,-096.907845,00325,L
+035.216850,-097.388190,03358,$
+035.216930,-097.387940,03364,$
+035.216980,-097.387690,03371,$
+035.217000,-097.387480,03377,$
+035.217030,-097.387310,03382,$
+035.217060,-097.387160,03387,$
+035.217130,-097.386990,03393,$
+035.217210,-097.386790,03399,$
+035.217310,-097.386280,03410,$
+035.217320,-097.386050,03414,$
+035.217320,-097.385860,03419,$
+035.217350,-097.385700,03425,$
+035.217410,-097.385520,03431,$
+035.217490,-097.385310,03436,$
+035.217580,-097.385060,03442,$
+035.217630,-097.384790,03447,$
+035.217640,-097.384540,03451,$
+035.217640,-097.384320,03458,$
+035.217670,-097.384140,03464,$
+035.217730,-097.383960,03470,$
+035.217810,-097.383740,03476,$
+035.217890,-097.383480,03482,$
+035.217930,-097.383210,03488,$
+035.217940,-097.382960,03494,$
+035.217950,-097.382750,03500,$
+035.217980,-097.382580,03507,$
+035.218060,-097.382390,03513,$
+035.218120,-097.382130,03520,$
+035.218160,-097.381850,03526,$
+035.218160,-097.381580,03533,$
+035.218150,-097.381340,03540,$
+035.218170,-097.381150,03547,$
+035.218220,-097.380950,03552,$
+035.218290,-097.380720,03557,$
+035.218360,-097.380450,03562,$
+035.218400,-097.380150,03568,$
+035.218400,-097.379880,03574,$
+035.218400,-097.379640,03580,$
+035.218410,-097.379430,03587,$
+035.218460,-097.379220,03593,$
+035.218540,-097.378970,03599,$
+035.218590,-097.378690,03604,$
+035.218610,-097.378380,03610,$
+035.218610,-097.378110,03615,$
+035.218600,-097.377880,03620,$
+035.218630,-097.377680,03626,$
+035.218690,-097.377460,03632,$
+035.218760,-097.377190,03637,$
+035.218800,-097.376880,03643,$
+035.218820,-097.376590,03648,$
+035.218810,-097.376340,03654,$
+035.218810,-097.376130,03659,$
+035.218850,-097.375920,03665,$
+035.218910,-097.375680,03672,$
+035.218980,-097.375390,03678,$
+035.219020,-097.375080,03685,$
+035.219030,-097.374570,03697,$
+035.219110,-097.374110,03711,$
+035.379917,-096.907845,00325,L
+035.219140,-097.373830,03718,$
+035.219150,-097.373520,03725,$
+035.219150,-097.373220,03733,$
+035.219160,-097.372980,03740,$
+035.219200,-097.372760,03747,$
+035.219250,-097.372540,03755,$
+035.219300,-097.372270,03761,$
+035.219350,-097.371940,03767,$
+035.219410,-097.371600,03774,$
+035.219470,-097.371310,03781,$
+035.219550,-097.371060,03788,$
+035.219600,-097.370790,03795,$
+035.219620,-097.370500,03800,$
+035.219630,-097.370190,03805,$
+035.219640,-097.369880,03811,$
+035.219670,-097.369600,03818,$
+035.219740,-097.369320,03824,$
+035.219830,-097.369030,03830,$
+035.219910,-097.368710,03836,$
+035.219960,-097.368370,03841,$
+035.219980,-097.368060,03847,$
+035.219990,-097.367770,03853,$
+035.220040,-097.367520,03859,$
+035.220120,-097.367260,03866,$
+035.220220,-097.366950,03873,$
+035.220300,-097.366620,03879,$
+035.220340,-097.366260,03886,$
+035.220350,-097.365950,03892,$
+035.220380,-097.365680,03900,$
+035.220440,-097.365420,03907,$
+035.220540,-097.365140,03914,$
+035.220620,-097.364820,03919,$
+035.220670,-097.364480,03925,$
+035.220690,-097.364140,03932,$
+035.220730,-097.363850,03939,$
+035.220790,-097.363580,03945,$
+035.220900,-097.363280,03950,$
+035.221010,-097.362950,03957,$
+035.221070,-097.362590,03963,$
+035.221100,-097.362250,03969,$
+035.221120,-097.361950,03974,$
+035.221160,-097.361670,03981,$
+035.221250,-097.361380,03989,$
+035.221360,-097.361050,03995,$
+035.221450,-097.360690,04002,$
+035.221510,-097.360310,04008,$
+035.221530,-097.359960,04015,$
+035.221570,-097.359650,04023,$
+035.221650,-097.359340,04031,$
+035.221770,-097.359020,04038,$
+035.221890,-097.358690,04045,$
+035.221970,-097.358340,04053,$
+035.222000,-097.357980,04060,$
+035.222020,-097.357640,04067,$
+035.222020,-097.357640,04067,$
+035.222150,-097.357060,04082,$
+035.222280,-097.356740,04088,$
+035.222410,-097.356380,04095,$
+035.222520,-097.356000,04102,$
+035.222590,-097.355640,04109,$
+035.379917,-096.907845,00325,L
+035.222640,-097.355320,04116,$
+035.222710,-097.355030,04122,$
+035.222820,-097.354730,04127,$
+035.222950,-097.354410,04132,$
+035.223090,-097.354040,04138,$
+035.223200,-097.353660,04144,$
+035.223270,-097.353290,04149,$
+035.223320,-097.352970,04155,$
+035.223390,-097.352680,04160,$
+035.223500,-097.352390,04165,$
+035.223640,-097.352080,04171,$
+035.223770,-097.351720,04177,$
+035.223860,-097.351340,04183,$
+035.223920,-097.350990,04188,$
+035.223970,-097.350680,04194,$
+035.224050,-097.350390,04200,$
+035.224160,-097.350070,04206,$
+035.224290,-097.349720,04212,$
+035.224400,-097.349320,04218,$
+035.224470,-097.348940,04223,$
+035.224520,-097.348600,04229,$
+035.224580,-097.348300,04236,$
+035.224670,-097.348010,04242,$
+035.224800,-097.347690,04247,$
+035.224940,-097.347340,04253,$
+035.225060,-097.346960,04259,$
+035.225150,-097.346580,04266,$
+035.225200,-097.346220,04273,$
+035.225230,-097.345890,04280,$
+035.225300,-097.345600,04287,$
+035.225410,-097.345300,04293,$
+035.225540,-097.344960,04298,$
+035.225660,-097.344590,04304,$
+035.225750,-097.344220,04311,$
+035.225800,-097.343880,04318,$
+035.225850,-097.343580,04324,$
+035.225950,-097.343290,04331,$
+035.226070,-097.342960,04337,$
+035.226190,-097.342600,04344,$
+035.226270,-097.342220,04349,$
+035.226310,-097.341870,04355,$
+035.226580,-097.340970,04372,$
+035.226720,-097.340610,04377,$
+035.226840,-097.340230,04383,$
+035.226910,-097.339850,04389,$
+035.226970,-097.339510,04395,$
+035.227030,-097.339220,04400,$
+035.227130,-097.338940,04406,$
+035.227260,-097.338660,04412,$
+035.227380,-097.338330,04417,$
+035.227470,-097.337960,04423,$
+035.227530,-097.337590,04428,$
+035.227590,-097.337270,04434,$
+035.227660,-097.337000,04439,$
+035.227770,-097.336740,04444,$
+035.227890,-097.336460,04450,$
+035.228020,-097.336160,04456,$
+035.228130,-097.335800,04463,$
+035.228230,-097.335430,04468,$
+035.379917,-096.907845,00325,L
+035.228290,-097.335080,04475,$
+035.228340,-097.334780,04482,$
+035.228420,-097.334500,04489,$
+035.228530,-097.334210,04495,$
+035.228680,-097.333880,04502,$
+035.228820,-097.333530,04509,$
+035.228920,-097.333180,04517,$
+035.228980,-097.332860,04523,$
+035.229040,-097.332560,04530,$
+035.229150,-097.332260,04537,$
+035.229280,-097.331940,04543,$
+035.229410,-097.331600,04549,$
+035.229500,-097.331280,04557,$
+035.229570,-097.330990,04563,$
+035.229670,-097.330710,04569,$
+035.229800,-097.330410,04574,$
+035.229940,-097.330080,04580,$
+035.230050,-097.329710,04586,$
+035.230120,-097.329360,04593,$
+035.230190,-097.329060,04598,$
+035.230270,-097.328810,04603,$
+035.230400,-097.328550,04609,$
+035.230550,-097.328250,04614,$
+035.230680,-097.327900,04620,$
+035.230780,-097.327550,04626,$
+035.230850,-097.327200,04632,$
+035.230930,-097.326910,04638,$
+035.231060,-097.326640,04644,$
+035.231200,-097.326360,04650,$
+035.231350,-097.326030,04656,$
+035.231460,-097.325650,04662,$
+035.231550,-097.325300,04670,$
+035.231660,-097.324990,04678,$
+035.231800,-097.324700,04683,$
+035.231970,-097.324390,04689,$
+035.232120,-097.324030,04695,$
+035.232240,-097.323650,04701,$
+035.232330,-097.323330,04707,$
+035.232430,-097.323040,04714,$
+035.232560,-097.322760,04721,$
+035.232720,-097.322450,04727,$
+035.232860,-097.322110,04734,$
+035.232980,-097.321790,04740,$
+035.233080,-097.321500,04747,$
+035.233210,-097.321220,04752,$
+035.233360,-097.320910,04757,$
+035.233510,-097.320560,04762,$
+035.233640,-097.320190,04768,$
+035.233740,-097.319850,04774,$
+035.233830,-097.319550,04779,$
+035.233940,-097.319290,04784,$
+035.234090,-097.319020,04790,$
+035.234260,-097.318720,04796,$
+035.234420,-097.318370,04801,$
+035.234540,-097.318000,04806,$
+035.234640,-097.317650,04812,$
+035.234740,-097.317340,04818,$
+035.234870,-097.317060,04824,$
+035.235030,-097.316780,04829,$
+035.235200,-097.316450,04835,$
+035.235350,-097.316100,04842,$
+035.379917,-096.907845,00325,L
+035.235450,-097.315740,04848,$
+035.235550,-097.315420,04854,$
+035.235660,-097.315130,04860,$
+035.235820,-097.314830,04866,$
+035.235990,-097.314510,04873,$
+035.236150,-097.314150,04880,$
+035.236270,-097.313800,04887,$
+035.236350,-097.313460,04892,$
+035.236430,-097.313160,04897,$
+035.236540,-097.312890,04904,$
+035.236670,-097.312610,04911,$
+035.236810,-097.312270,04918,$
+035.236970,-097.311900,04923,$
+035.237130,-097.311520,04929,$
+035.237280,-097.311200,04935,$
+035.237420,-097.310920,04941,$
+035.237530,-097.310650,04946,$
+035.237610,-097.310360,04952,$
+035.237710,-097.310010,04959,$
+035.237850,-097.309630,04965,$
+035.238010,-097.309280,04970,$
+035.238170,-097.308990,04975,$
+035.238300,-097.308730,04980,$
+035.238410,-097.308470,04986,$
+035.238510,-097.308200,04993,$
+035.238650,-097.307910,05000,$
+035.238810,-097.307590,05005,$
+035.238980,-097.307240,05010,$
+035.239120,-097.306880,05016,$
+035.239230,-097.306550,05023,$
+035.239320,-097.306270,05029,$
+035.239450,-097.306010,05034,$
+035.239610,-097.305730,05039,$
+035.239790,-097.305420,05044,$
+035.239960,-097.305060,05050,$
+035.240080,-097.304700,05055,$
+035.240170,-097.304370,05060,$
+035.240280,-097.304080,05067,$
+035.240410,-097.303830,05072,$
+035.240590,-097.303550,05078,$
+035.240780,-097.303240,05084,$
+035.240940,-097.302890,05090,$
+035.241060,-097.302540,05096,$
+035.241170,-097.302230,05103,$
+035.241310,-097.301960,05108,$
+035.241490,-097.301680,05114,$
+035.241680,-097.301370,05121,$
+035.241850,-097.301020,05127,$
+035.241970,-097.300670,05133,$
+035.242070,-097.300350,05141,$
+035.242200,-097.300060,05148,$
+035.242370,-097.299740,05154,$
+035.242370,-097.299740,05154,$
+035.242740,-097.299040,05166,$
+035.242870,-097.298700,05172,$
+035.242970,-097.298390,05179,$
+035.243110,-097.298120,05184,$
+035.243290,-097.297860,05189,$
+035.243490,-097.297550,05194,$
+035.243690,-097.297210,05200,$
+035.379917,-096.907845,00325,L
+035.243860,-097.296850,05206,$
+035.243990,-097.296510,05212,$
+035.244120,-097.296220,05218,$
+035.244280,-097.295950,05225,$
+035.244470,-097.295660,05231,$
+035.244650,-097.295310,05237,$
+035.244790,-097.294950,05243,$
+035.244920,-097.294620,05248,$
+035.245250,-097.294060,05260,$
+035.245450,-097.293750,05265,$
+035.245790,-097.293010,05276,$
+035.245910,-097.292690,05281,$
+035.246060,-097.292390,05287,$
+035.246240,-097.292100,05292,$
+035.246430,-097.291770,05298,$
+035.246590,-097.291420,05305,$
+035.246730,-097.291080,05312,$
+035.246890,-097.290790,05318,$
+035.247080,-097.290500,05325,$
+035.247300,-097.290180,05330,$
+035.247500,-097.289830,05337,$
+035.247650,-097.289450,05343,$
+035.247780,-097.289120,05349,$
+035.247920,-097.288820,05355,$
+035.248120,-097.288540,05361,$
+035.248330,-097.288220,05366,$
+035.248550,-097.287860,05371,$
+035.248740,-097.287480,05376,$
+035.248890,-097.287110,05382,$
+035.249020,-097.286770,05388,$
+035.249160,-097.286480,05394,$
+035.249360,-097.286210,05400,$
+035.249570,-097.285900,05407,$
+035.249770,-097.285550,05412,$
+035.249920,-097.285200,05417,$
+035.250050,-097.284870,05422,$
+035.250170,-097.284580,05428,$
+035.250310,-097.284290,05435,$
+035.250470,-097.283980,05440,$
+035.250640,-097.283620,05445,$
+035.250820,-097.283240,05448,$
